lemma,n_instances,n_paragraphs,tfidf_rank,example_forms,example_para_ids,enrichment_score,in_current_seeds,keep
modelo,19,19,378,modelo; modelo ideal; modelos a imitar,Gusmán_Entredichos_1_p1; Gusmán_Entredichos_1_p9; Gusmán_Entredichos_1_p10,1.416,False,
piedra,20,19,276,piedra; piedras; la piedra,,-0.302,False,
vista,23,19,356,punto de vista; punto de vista formal; punto de vista de la cámara,,0.85,False,
extraordinario,21,19,308,recurso extraordinario; instancia extraordinaria; recursos extraordinarios,,-0.302,False,
legal,20,19,288,autoridad legal; defensa legal; definición legal,,-0.302,False,
papel,22,19,341,papeles; papel; papel crepé,,1.416,False,
amnistir,19,19,237,amnistía; ley de amnistía; Amnistía,,-0.302,False,
verosimilitud,19,19,324,verosimilitud; verosimilitud realista; verosimilitudes realistas,Gusmán_Entredichos_1_p8,0.85,False,
culpa,20,19,264,culpa; fantasma de la culpa; culpas,Gusmán_Entredichos_1_p4,0.85,False,
ritual,22,19,309,ritual; ritual del dominio; crimen ritual,,-0.302,False,
descripcion,19,19,364,descripción; descripciones; descripción de rasgos,,0.85,False,
clasico,19,19,277,clásicos; Alemania clásica; tradición clásica,,-0.302,False,
verso,19,19,206,verso; versos; versos de Martí,,-0.302,False,
malo,20,19,313,mala fe; mala traducción; mala suerte,Jinkis_Entredichos_1_p16,1.416,False,
alegoer,18,18,318,alegoría,Jinkis_Entredichos_1_p9; Grüner_Entredichos_1_p6,1.475,False,
reloj,18,18,337,reloj; relojes; máquinas de los relojes,,-0.249,False,
cuento,18,18,294,cuento; cuentos; cuentos de hadas,Gusmán_Entredichos_1_p2,1.475,False,
ciego,18,18,317,obediencia ciega; ciego; movimiento ciego,,-0.249,False,
placer,19,18,315,placer; placer sensual; placeres,Jinkis_Entredichos_1_p1,-0.249,False,
testimonio,18,18,325,testimonio; testimonios; testimonio divergente,,-0.249,False,
decision,18,18,250,decisión; decisión de traducción; decisiones de lectura,,-0.249,False,
secreto,18,18,296,secreto; materiales secretos; secreto infalible,,-0.249,False,
ingles,19,18,278,inglesa; bancos ingleses; imperialismo inglés,,1.874,False,
represion,18,18,362,represión; represión de la investigación libre; represiones sexuales,,-0.249,False,
escrito,18,18,357,palabra escrita; letras escritas; escritos exotéricos,,0.905,True,
religion,20,18,228,religión; religiones; historia de la religión,Jinkis_Entredichos_1_p1; Jinkis_Entredichos_1_p2,1.475,False,
generacion,19,18,320,generaciones; generación; teoría de las generaciones,Gusmán_Entredichos_1_p6,-0.249,False,
artista,21,18,330,artista; artistas; dominio del artista,,1.874,False,
infancia,18,18,263,infancia,,-0.249,False,
expresion,18,18,365,expresión; libertad de expresión; expresión del pensamiento independiente,,0.905,False,
jardin,18,18,240,jardín; jardines; jardines interminables,Gusmán_Entredichos_1_p16,-0.249,False,
ojo,22,18,381,ojos; ojos verdes; ojos fuertes,,-0.249,False,
oscuro,18,18,287,ropas oscuras; lugares oscuros; vergüenzas oscuras,,-0.249,False,
aplicacion,17,17,347,aplicación; delito de aplicación de tormento; aplicaciones productivas,,0.964,False,
fijo,17,17,340,idea fija; planos fijos; la idea fija,,0.964,False,
posesion,18,17,306,posesión; posesión de la tierra; posesión originaria,,-0.193,False,
moderno,17,17,400,tiempos modernos; democracia moderna; pensamiento político moderno,,1.941,False,
normal,17,17,498,lo normal; hechos normales; normal,,0.964,False,
atardecer,17,17,260,atardecer; país del atardecer; azul lamento del atardecer,,-0.193,False,
unidad,19,17,396,unidad; unidad de la historia; unidad clásica,Gusmán_Entredichos_1_p7; Gusmán_Entredichos_1_p15,1.941,False,
mano,17,17,314,mano; mano del diablo; primera mano,,-0.193,False,
antiguo,18,17,274,Antiguo Testamento; Antiguo Régimen; ideas antiguas,,-0.193,False,
materno,20,17,483,lengua materna; absolutización de la lengua materna; desnaturalizar la lengua materna,,1.941,False,
pobre,21,17,236,el Pobre; sangre del pobre; Pobre,,-0.193,False,
salvacion,17,17,220,salvación; salvación por los judíos; La salvación,,0.964,False,
hermano,17,17,303,hermano; hermano menor; hermanos,,0.964,False,
seduccion,19,17,349,seducción; poder de seducción; seducción del espectador,Grüner_Entredichos_1_p7,1.537,False,
actividad,19,17,371,actividad política; actividad; actividad jurisdiccional,,-0.193,False,
oposicion,18,17,352,oposición; oposiciones; oposición saussuriana,Jinkis_Entredichos_1_p7; Grüner_Entredichos_1_p12,1.537,False,
particular,17,17,338,lo particular; mitología particulares; particulares ostensivos,,1.941,False,
extrano,17,17,297,extraño; lengua extraña; época extraña,,-0.193,False,
imposible,17,17,461,enunciación imposible; convivencia imposible; obstáculo imposible de vencer,,1.941,True, core
caballo,19,17,332,caballo; lógica de caballo; crímenes del caballo,,1.537,False,
pros,17,17,311,prosa; prosa del mundo; poema en prosa poética,,0.964,False,
infinito,17,17,239,infinito; tormento infinito; cavilaciones infinitas,Gusmán_Entredichos_1_p4,1.537,False,
paisaje,19,17,312,paisaje; paisaje humano; paisaje árido,Jinkis_Entredichos_1_p14,0.964,False,
cosa,17,17,289,orden natural de las cosas; cosa juzgada; realidad de las cosas,,-0.193,False,
circunstancia,17,17,367,circunstancias; circunstancias fácticas; circunstancia,Jinkis_Entredichos_1_p3,-0.193,False,
conducta,17,17,460,conducta; rectitud de conducta; conducta comercial,,-0.193,False,
antisemitismo,21,17,328,antisemitismo; antisemitismo político; antisemitismo religioso,,1.537,False,
amoroso,16,16,489,discurso amoroso; violencia amorosa; abrazo amoroso,Grüner_Entredichos_1_p7,1.027,False,
felicidad,17,16,350,felicidad; felicidades; tenue felicidad,Jinkis_Entredichos_1_p1,-0.135,False,
abismo,17,16,292,abismo; límites del abismo; abismo de arriba,Grüner_Entredichos_1_p13,1.027,False,
corrupcion,16,16,346,corrupción; la corrupción; corrupción subterránea de los cuerpos,,-0.135,False,
rebelion,17,16,331,rebelión; rebeliones; rebelión militar,,1.027,False,
cientifico,18,16,660,científicos; relatividad científica; crítica científica,,1.027,False,
universal,17,16,323,república de las luces universales; leyes universales; clase universal,,1.027,False,
diario,16,16,368,diario; diarios; diario íntimo,,1.027,False,
dorado,18,16,345,lo dorado; barca dorada; marco dorado,,-0.135,False,
elemento,17,16,549,elementos semánticamente disímiles; elemento natural; elemento sobrenatural,,1.604,False,
familiar,17,16,417,novela familiar; relaciones familiares; división familiar,,1.027,False,
comienzo,17,16,291,comienzo; verdadero comienzo; comienzo anticipador,,-0.135,False,
judicial,18,16,407,resolución judicial; función judicial; órgano judicial,,-0.135,False,
produccion,18,16,516,producción; producción de obras; producción tipográfica,Jinkis_Entredichos_1_p8,1.604,False,
economia,16,16,433,economía; economía libidinal; economía de la verdad,Jinkis_Entredichos_1_p13,1.027,False,
verbal,16,16,435,jugueteo verbal; empresa verbal; arte verbal,,1.027,False,
tecnico,16,16,344,técnica; términos técnicos; ingenio técnico,,1.027,False,
argumentacion,16,16,443,argumentación; argumentación política argentina; teoría de la argumentación,,1.604,False,
comunicacion,18,16,409,comunicación; comunicación privada; comunicación pública,,1.604,False,
grupo,19,16,528,grupos; grupo social; pertenencia a un grupo,Jinkis_Entredichos_1_p8,1.604,False,
materia,16,16,394,materia; materia inerte; materia prima,,1.604,False,
construccion,16,16,416,construcción; construcción del relato; construcción en cine,,1.027,False,
armonir,17,16,335,armonía; armonía ficticia; armonía de sus años sagrados,,-0.135,False,
filosofico,17,16,379,posición filosófica; verdad filosófica; enseñanza filosófica,,1.604,False,
color,17,16,285,colores; color local; color,,-0.135,False,
enfermedad,16,16,355,enfermedad; enfermedad mental; enfermedad del estómago,,1.027,False,
popular,17,16,507,sectores populares; educación popular; enseñanza popular,,1.604,False,
exterior,16,16,382,exterior; realidad exterior; mundo exterior,,-0.135,False,
legitimidad,16,16,369,legitimidad de la orden; legitimidad; legitimidad de las órdenes,,1.027,False,
espiritual,17,16,426,lo espiritual; espiritual; acepción espiritual,,1.604,False,
internacional,16,16,442,derecho internacional; compromisos internacionales; antisemitismo internacional,,-0.135,False,
romantico,18,16,427,románticos; Alemania romántica; retórica romántica,,-0.135,False,
sufrimiento,16,16,293,sufrimiento; sufrimientos de Jesús; concierto del sufrimiento incesante,Jinkis_Entredichos_1_p17,-0.135,False,
opinion,16,16,453,opinión; opiniones; opiniones heterodoxas,,1.604,False,
agente,16,15,391,agente; agente de cambio; corredor de agente de Bolsa,,-0.072,False,
cumplimiento,15,15,339,cumplimiento; cumplimiento de órdenes; exceso en el cumplimiento,,-0.072,False,
cabeza,15,15,410,cabeza; cabeza archimboldesca; cabeza de los príncipes,,-0.072,False,
espectador,16,15,423,espectador; espectadores; seducción del espectador,,1.093,False,
ruido,15,15,270,ruido; ruido hipnotizante; ruidos nocturnos,,-0.072,False,
perspectiva,17,15,608,perspectiva; perspectivas; perspectiva renacentista,,-0.072,False,
inconstitucionalidad,16,15,363,inconstitucionalidad; tacha de inconstitucionalidad; planteos de inconstitucionalidad,,-0.072,False,
aventura,16,15,384,novela de aventuras; aventura; aventura intelectual,,1.093,False,
ambiguedad,15,15,398,ambigüedad; ambigüedad pertinente; equívoca ambigüedad,,1.093,False,
sobrenatural,16,15,535,lo sobrenatural; dogma sobrenatural; elemento sobrenatural,,2.089,False,
original,15,15,492,original; pecado original; crimen original,,2.089,False,
fenomeno,17,15,262,fenómeno; fenómenos; fenómeno mimético,,-0.072,False,
catolico,15,15,401,católico; católicos; ultras católicos,,-0.072,False,
amistad,16,15,388,amistad; amistades; verdadera amistad,Jinkis_Entredichos_1_p15,1.093,False,
libre,15,15,415,La Libre Parole; investigación intelectual libre; represión de la investigación libre,,-0.072,False,
cadena,15,15,454,cadena de mandos; cadena; cadenas,,1.676,False,
paterno,15,15,432,ley paterna; figura paterna; identificación paterna,,1.093,False,
copia,17,15,445,copia; copia de copia; copias,,1.093,False,
destruccion,17,15,329,destrucción; destrucción creadora; necesidad de destrucción,,1.093,False,
repeticion,15,15,428,repetición; repetición de la muerte; repeticiones,Gusmán_Entredichos_1_p7,1.676,False,
cita,15,15,469,cita; citas; citas literarias,,1.676,False,
anormal,16,15,593,lo anormal; hechos anormales; anormal,,1.093,False,
romanticismo,16,15,464,romanticismo; romanticismo tardío; romanticismo feudalófilo,,1.093,False,
negativo,15,15,387,negativo; negativa; ética negativa,Gusmán_Entredichos_1_p9,-0.072,False,
fragmento,15,15,321,fragmentos; fragmento; fragmentos de canciones,,1.093,False,
necesidad,16,15,386,necesidad; estado de necesidad; necesidades materiales,,-0.072,False,
solitario,16,15,326,cielo solitario; vida solitaria; calles solitarias,,-0.072,False,
sensacion,17,15,374,sensación; sensaciones; sensación de repugnancia táctil,,1.093,False,
arbitrariedad,16,15,499,arbitrariedad; arbitrariedad de la mirada; arbitrariedades,,1.093,False,
inocencia,15,15,413,inocencia; inocencia del lenguaje; estado de inocencia,Grüner_Entredichos_1_p9,1.676,False,
aire,15,15,441,aire; pleno aire; aire transparente,,-0.072,False,
psicoanalisis,15,15,436,psicoanálisis; psicoanálisis de la traducción,,1.676,False,
estilistico,16,15,506,estilística; traslación de contexto estilístico; parodias estilísticas,,2.424,False,
categoria,16,15,406,categorías; categoría; categoría económica,Jinkis_Entredichos_1_p13,2.089,False,
pintura,14,14,558,pintura; pintura clásica; pintura verdadera,Grüner_Entredichos_1_p10,1.165,False,
futuro,14,14,447,futuro; Padre del siglo futuro; consignación de las Cosas futuras,Gusmán_Entredichos_1_p1,1.165,False,
sacrificio,14,14,418,sacrificio; sacrificio religioso; sacrificio personal,,-0.005,False,
desobediencia,14,14,421,desobediencia,,-0.005,False,
luna,15,14,485,luna; media luna; luna creciente,,-0.005,False,
progreso,16,14,610,progreso; progreso de la investigación histórica; progreso de la exactitud científica,Jinkis_Entredichos_1_p14,1.753,False,
linguistico,14,14,679,lingüística; equivalente lingüístico; lingüística histórica comparada,,2.815,False,
version,15,14,273,versión; versiones; versiones homéricas,,1.753,False,
rio,14,14,377,río; ríos; lecho de los ríos,,1.165,False,
resistencia,15,14,431,resistencia; resistencia ostensible; resistencias culturales,,-0.005,False,
organizacion,16,14,538,organizaciones insurreccionales armadas; organización política; organización política clandestina,,-0.005,False,
matrimonio,14,14,361,matrimonio; matrimonios mixtos; matrimonios,,-0.005,False,
comprension,14,14,474,comprensión; comprensión del ser; vitales comprensiones de la sabiduría humana,,1.165,False,
parodiar,14,14,633,parodia,Gusmán_Entredichos_1_p1,1.753,False,
transformacion,15,14,422,transformación; transformaciones; transformación diacrónica,,-0.005,False,
masculino,15,14,518,masculina; nombres masculinos; homosexualidad masculina,,-0.005,False,
interno,16,14,473,convicción interna; datos internos; diferencias internas,,-0.005,False,
drama,16,14,579,drama; drama interior; drama de la Bolsa,,1.165,False,
complicidad,14,14,500,complicidad; complicidad entre la imagen y la voz; complicidades,,-0.005,False,
epoca,14,14,491,época; época de la conquista; prejuicios de la época,Jinkis_Entredichos_1_p11,1.753,False,
teatro,16,14,484,teatro; teatro español; teatro de máscaras,Gusmán_Entredichos_1_p16,1.165,False,
intimidad,14,14,405,intimidad; intimidades; fantasía de intimidad,,-0.005,False,
casa,14,14,480,casa; marca de la casa; división de casas,Jinkis_Entredichos_1_p15,-0.005,False,
voracidad,16,14,444,voracidad; voracidad de sentido; voracidad erótica,,1.165,False,
fundamental,16,14,451,indicio fundamental; principios fundamentales; verdades fundamentales,,-0.005,False,
materialidad,14,14,475,materialidad; materialidad poética; materialidad arqueológica,,1.165,False,
gobierno,16,14,395,gobierno; gobierno argentino; gobierno constitucional,,1.165,False,
transgresion,14,14,547,transgresión; transgresiones; transgresión del significado,Grüner_Entredichos_1_p12,1.753,False,
contemplacion,14,14,376,contemplación; facultad de contemplación; contemplación de la tragedia,,-0.005,False,
practica,14,14,713,prácticas culturales; práctica intelectual; prácticas comunitarias,Grüner_Entredichos_1_p13,2.172,False,
declaracion,14,14,504,declaraciones explícitas; declaraciones; declaración indagatoria,,1.165,False,
venado,15,14,358,venado azul; venado; semblante del venado,,-0.005,False,
metonimia,14,14,455,metonimia; metonimias; metonimia escrituraria,,1.753,False,
invencion,14,14,493,invención; invención total; primeras invenciones,Jinkis_Entredichos_1_p8,1.753,False,
compromiso,14,14,375,compromiso; compromisos internacionales; compromisos apresurados,Jinkis_Entredichos_1_p16; Grüner_Entredichos_1_p3; Grüner_Entredichos_1_p13,1.165,False,
peregrinar,14,14,336,peregrinar; peregrinando; oscuro peregrinar,,-0.005,False,
psicologico,14,14,512,psicológicos; estudio psicológico; análisis psicológico,,-0.005,False,
monologo,15,14,497,monólogo; monólogo interior; monólogo dramático,,1.165,False,
poder,15,14,479,división de poderes; poderes opresivos; poderes cognitivos,Gusmán_Entredichos_1_p6,-0.005,False,
concreto,14,14,523,inspección concreta; lo histórico concreto; poesía concreta,,-0.005,False,
division,15,14,424,división de poderes; división; división de casas,,-0.005,False,
perdon,14,14,261,perdón,,-0.005,False,
institucion,14,14,430,instituciones; institución; institución literaria,,-0.005,False,
crisis,14,14,513,crisis; crisis del cine nacional; crisis del 90,,-0.005,False,
honor,20,14,305,honor; tribunal de honor; código de honor,,-0.005,False,
muneca,14,14,487,muñeca; muñecas; muñeca de cera,,-0.005,False,
unico,14,14,429,sentido único; Hombre Único; Espe única,,1.165,False,
zona,14,14,760,zona; jefe de zona; zonas muertas,,-0.005,False,
realista,14,14,554,relato realista; verosimilitud realista; crónica realista,,2.172,False,
doctrina,14,14,449,doctrina; doctrina utópica; doctrina de Hermes Trismegisto,Gusmán_Entredichos_1_p8; Gusmán_Entredichos_1_p10; Gusmán_Entredichos_1_p11,1.165,False,
sustitucion,13,13,514,sustitución; sustitución metafórica; sustitución léxica,,0.066,False,
intencion,15,13,490,intención; intenciones; intenciones doctrinarias,Grüner_Entredichos_1_p10,0.066,False,
puro,13,13,463,lo simbólico puro; puro lenguaje; pura sangres,,0.066,False,
instancia,14,13,656,instancia extraordinaria; instancia literaria; instancia conversacional,,0.066,False,
vertigo,13,13,748,vértigo; vértigo metonímico; vértigo connotativo,Jinkis_Entredichos_1_p5,1.242,False,
conflicto,14,13,494,conflicto; conflicto generacional; conflicto de exterminio,,0.066,False,
contradiccion,13,13,586,contradicciones; contradicción; contradicciones semánticas,Grüner_Entredichos_1_p13,2.263,False,
